timestamp,ret,equity,drawdown,benchmark_equity,active_ret
2024-05-11,0.0,100000000.0,0.0,100000000.0,0.0
2024-05-12,0.0,100000000.0,0.0,96792050.86003041,0.0320794913996959
2024-05-13,0.0,100000000.0,0.0,99232608.05106145,-0.025214438265806605
2024-05-14,0.0,100000000.0,0.0,102338397.25586855,-0.03129807092451875
2024-05-15,0.0,100000000.0,0.0,96071897.2782833,0.06123312603692266
2024-05-16,0.0,100000000.0,0.0,92183892.16874005,0.04046974421959415
2024-05-17,0.0,100000000.0,0.0,92671627.26943474,-0.005290892901353095
2024-05-18,0.0,100000000.0,0.0,91845018.32153775,0.008919762954994637
2024-05-19,0.0,100000000.0,0.0,91905853.05972186,-0.0006623629598627723
2024-05-20,0.0,100000000.0,0.0,89507348.72783944,0.026097405682354413
2024-05-21,0.0,100000000.0,0.0,92133560.14492415,-0.029340735195610534
2024-05-22,0.0,100000000.0,0.0,94537264.09911661,-0.02608934193372625
2024-05-23,0.0,100000000.0,0.0,94850464.38384333,-0.0033129823219588683
2024-05-24,0.0,100000000.0,0.0,98385704.20361665,-0.03727171862297696
2024-05-25,0.0,100000000.0,0.0,99975646.59615655,-0.016160298952065277
2024-05-26,0.0,100000000.0,0.0,97346551.14512937,0.026297358812263583
2024-05-27,0.0,100000000.0,0.0,98612058.7525033,-0.01300002509063991
2024-05-28,0.0,100000000.0,0.0,95704556.82717584,0.029484243226527984
2024-05-29,0.0,100000000.0,0.0,98509696.5923704,-0.029310409641832624
2024-05-30,0.0,100000000.0,0.0,98470526.26529396,0.0003976291515599417
2024-05-31,0.0,100000000.0,0.0,98006179.08161397,0.004715595633448366
2024-06-01,0.0,100000000.0,0.0,95988256.80464585,0.020589745420926175
2024-06-02,0.0,100000000.0,0.0,99858630.29588145,-0.04032132283756895
2024-06-03,0.0,100000000.0,0.0,99484665.37480538,0.0037449434262017967
2024-06-04,0.0,100000000.0,0.0,98240461.37137944,0.012506490309219465
2024-06-05,0.0,100000000.0,0.0,97251349.5261673,0.010068273615623347
2024-06-06,0.0,100000000.0,0.0,99024620.31872633,-0.018233893937707135
2024-06-07,0.0,100000000.0,0.0,100301464.57419313,-0.012894210059650524
2024-06-08,0.0,100000000.0,0.0,101746552.26514168,-0.014407443571071932
2024-06-09,0.0,100000000.0,0.0,103271353.78224261,-0.014986272096251918
2024-06-10,0.0,100000000.0,0.0,110472746.51290564,-0.06973272322785506
2024-06-11,0.0,100000000.0,0.0,109168584.75003001,0.01180528052430796
2024-06-12,0.0,100000000.0,0.0,107510121.01073062,0.015191767330289041
2024-06-13,0.0,100000000.0,0.0,104839491.41229033,0.024840727303932053
2024-06-14,0.0,100000000.0,0.0,107031825.82224913,-0.020911341522415805
2024-06-15,0.0,100000000.0,0.0,111027014.91860054,-0.03732711336706851
2024-06-16,0.0,100000000.0,0.0,110755407.46191135,0.002446318644956036
2024-06-17,0.0,100000000.0,0.0,107910654.01685771,0.025685007262800652
2024-06-18,0.0,100000000.0,0.0,105193096.97096257,0.025183398902119625
2024-06-19,0.0,100000000.0,0.0,107509340.53431183,-0.022018969210390482
2024-06-20,0.0,100000000.0,0.0,110195368.24840768,-0.02498413347851014
2024-06-21,0.0,100000000.0,0.0,112242901.39787653,-0.01858093658576654
2024-06-22,0.0,100000000.0,0.0,109987233.18500887,0.020096310633238246
2024-06-23,0.0,100000000.0,0.0,110936330.87528461,-0.008629162338134932
2024-06-24,0.0,100000000.0,0.0,111483684.7293361,-0.004933945892503289
2024-06-25,0.0,100000000.0,0.0,112397631.88930371,-0.008198035095328349
2024-06-26,0.0,100000000.0,0.0,115666798.039621,-0.029085720894341804
2024-06-27,0.0,100000000.0,0.0,116633200.79511428,-0.008355057560789803
2024-06-28,0.0,100000000.0,0.0,119307044.2176457,-0.0229252340183006
2024-06-29,0.0,100000000.0,0.0,119708217.75972125,-0.003362530223644633
2024-06-30,0.0,100000000.0,0.0,120959386.59501499,-0.010451820758079489
2024-07-01,0.0,100000000.0,0.0,123548065.42891572,-0.021401223226833244
2024-07-02,0.0,100000000.0,0.0,117935402.0651375,0.045428986235381386
2024-07-03,0.0,100000000.0,0.0,116870506.83786368,0.009029478923433532
2024-07-04,0.0,100000000.0,0.0,115251625.34975329,0.01385192493736942
2024-07-05,0.0,100000000.0,0.0,113033712.56705306,0.01924409114378689
2024-07-06,0.0,100000000.0,0.0,112174141.81764682,0.007604552039254031
2024-07-07,0.0,100000000.0,0.0,117674951.0648029,-0.049038121959500636
2024-07-08,0.0,100000000.0,0.0,114555788.7126539,0.026506595702183833
2024-07-09,0.0,100000000.0,0.0,118242756.15842485,-0.03218490734692736
2024-07-10,0.0,100000000.0,0.0,112017058.34416528,0.052651832691705924
2024-07-11,0.0,100000000.0,0.0,110951068.06401816,0.0095163209595448
2024-07-12,0.0,100000000.0,0.0,111662053.39062594,-0.00640809808336007
2024-07-13,0.0,100000000.0,0.0,113890729.11111124,-0.019959114603496975
2024-07-14,0.0,100000000.0,0.0,116619465.62559049,-0.023959250553371225
2024-07-15,0.0,100000000.0,0.0,119720040.36432695,-0.02658711152639759
2024-07-16,0.0,100000000.0,0.0,118527724.26154381,0.00995920231194991
2024-07-17,0.0,100000000.0,0.0,116916309.34528883,0.013595257365266122
2024-07-18,0.0,100000000.0,0.0,120266572.86990665,-0.028655228200229033
2024-07-19,0.0,100000000.0,0.0,119674652.26043203,0.004921738396211683
2024-07-20,0.0,100000000.0,0.0,114932907.6947012,0.03962196234681348
2024-07-21,0.0,100000000.0,0.0,110902763.35165812,0.03506519084811144
2024-07-22,0.0,100000000.0,0.0,107772813.09047763,0.028222473152051397
2024-07-23,0.0,100000000.0,0.0,109616713.64842074,-0.017109143809720395
2024-07-24,0.0,100000000.0,0.0,110247845.42086323,-0.005757623554258018
2024-07-25,0.0,100000000.0,0.0,112816127.55794854,-0.023295531330168595
