timestamp,ret,equity,drawdown,benchmark_equity,active_ret
2024-05-11,0.0,100000000.0,0.0,100000000.0,0.0
2024-05-12,-0.03333666276005631,96666333.72399437,-0.03333666276005626,96792050.86003041,-0.0012571713603604096
2024-05-13,0.02491426343793557,99074704.22797336,-0.00925295772026643,99232608.05106145,-0.0003001748278710359
2024-05-14,0.03100695398520492,102146709.0230679,0.0,102338397.25586855,-0.0002911169393138291
2024-05-15,-0.061568407943536574,95857698.77184594,-0.06156840794353654,96071897.2782833,-0.00033528190661391566
2024-05-16,-0.04080772573598446,91945964.09068184,-0.09986366697415992,92183892.16874005,-0.0003379815163903066
2024-05-17,0.00499720152365013,92405436.60252927,-0.09536550431927035,92671627.26943474,-0.00029369137770296483
2024-05-18,-0.009234371427998878,91552130.47897512,-0.10371923525896663,91845018.32153775,-0.0003146084730042409
2024-05-19,0.0003629586193927281,91585360.11385623,-0.10339392243000799,91905853.05972186,-0.00029940434047004416
2024-05-20,-0.026455374775572582,89162435.08808838,-0.12711397223817827,89507348.72783944,-0.00035796909321816894
2024-05-21,0.029115021156711274,91758401.27206196,-0.10169987707249525,92133560.14492415,-0.00022571403889926067
2024-05-22,0.025860971551394663,94131362.67696021,-0.07846896314885267,94537264.09911661,-0.00022837038233158857
2024-05-23,0.0030219436928653476,94415822.35470268,-0.07568414824426062,94850464.38384333,-0.00029103862909352074
2024-05-24,0.03709345956530852,97918031.8435422,-0.04139807557158534,98385704.20361665,-0.00017825905766843952
2024-05-25,0.01591520745713071,99476417.63412611,-0.02614172707550235,99975646.59615655,-0.0002450914949345684
2024-05-26,-0.02669611989292575,96820783.26244673,-0.05213996428821231,97346551.14512937,-0.00039876108066216887
2024-05-27,0.012752271651519376,98055468.19212234,-0.04005259562519666,98612058.7525033,-0.00024775343912053494
2024-05-28,-0.02991439113697658,95122198.56350383,-0.06876883775058991,95704556.82717584,-0.00043014791044859724
2024-05-29,0.029149917352096155,97895002.78997965,-0.041623526335323124,98509696.5923704,-0.00016049228973646912
2024-05-30,-0.0007011859355791072,97826360.19085984,-0.0422955264396467,98470526.26529396,-0.0003035567840191655
2024-05-31,-0.005042138279970909,97333106.15535128,-0.047124404826684764,98006179.08161397,-0.00032654264652254295
2024-06-01,-0.021006900145221552,95288439.31352156,-0.06714136730530919,95988256.80464585,-0.0004171547242953766
2024-06-02,0.040262656929420215,99125005.05494176,-0.02958200021347485,99858630.29588145,-5.866590814873618e-05
2024-06-03,-0.004069664213382174,98721599.56921834,-0.03353127561922795,99484665.37480538,-0.000324720787180377
2024-06-04,-0.012888762331355053,97449200.33539948,-0.045987861308459624,98240461.37137944,-0.000382272022135588
2024-06-05,-0.010438940242464723,96431933.95642227,-0.055946737014846586,97251349.5261673,-0.0003706666268413761
2024-06-06,0.018062641154295678,98173749.37529187,-0.0388946416950038,99024620.31872633,-0.00017125278341145744
2024-06-07,0.012686730481835218,99419253.27400744,-0.026701357049540603,100301464.57419313,-0.00020747957781530602
2024-06-08,0.014214003079248583,100832398.84618077,-0.012866887141614396,101746552.26514168,-0.000193440491823349
2024-06-09,0.01480002972708272,102324721.3465573,0.0,103271353.78224261,-0.00018624236916919834
2024-06-10,0.06998371823113292,109485785.81335396,0.0,110472746.51290564,0.00025099500327785407
2024-06-11,-0.01219858837113752,108150213.77972633,-0.012198588371137487,109168584.75003001,-0.0003933078468295603
2024-06-12,-0.015617368747646854,106461192.0109915,-0.027625447265991563,107510121.01073062,-0.00042560141735781265
2024-06-13,-0.025355460117055362,103761819.50294264,-0.05228045145667821,104839491.41229033,-0.0005147328131233087
2024-06-14,0.020798200785674625,105919878.65885177,-0.03256958999756524,107031825.82224913,-0.00011314073674117964
2024-06-15,0.037367008987961414,109877787.71670087,0.0,111027014.91860054,3.989562089290466e-05
2024-06-16,-0.002771519864741334,109573259.2453502,-0.002771519864741353,110755407.46191135,-0.00032520121978529826
2024-06-17,-0.026231237747940894,106699017.03126866,-0.02893005721618705,107910654.01685771,-0.0005462304851402422
2024-06-18,-0.02573930820274206,103952658.14697121,-0.05392472575991868,105193096.97096257,-0.0005559093006224369
2024-06-19,0.021949424051403987,106234359.12190971,-0.03315891838107491,107509340.53431183,-6.954515898649483e-05
2024-06-20,0.02494776101323959,108884668.52467778,-0.009038398139063866,110195368.24840768,-3.6372465270551047e-05
2024-06-21,0.018476809783969372,110896509.8333988,0.0,112242901.39787653,-0.00010412680179716638
2024-06-22,-0.02061714939926318,108610139.92230676,-0.020617149399263193,109987233.18500887,-0.0005208387660249336
2024-06-23,0.008423694611263466,109525038.57269886,-0.012367127358293971,110936330.87528461,-0.00020546772687146664
2024-06-24,0.004687453595651814,110038432.10857037,-0.007737644098245632,111483684.7293361,-0.0002464922968514749
2024-06-25,0.007991257164928767,110917777.5175755,0.0,112397631.88930371,-0.00020677793039958203
2024-06-26,0.029131700164287233,114149000.95510663,0.0,115666798.039621,4.597926994542867e-05
2024-06-27,0.008151442511717288,115079479.97416215,0.0,116633200.79511428,-0.00020361504907251415
2024-06-28,0.022900751416776943,117714886.53822239,0.0,119307044.2176457,-2.4482601523656555e-05
2024-06-29,0.003099819399005055,118079781.42706524,0.0,119708217.75972125,-0.0002627108246395782
2024-06-30,0.01027833081108831,119293444.48267362,0.0,120959386.59501499,-0.0001734899469911788
2024-07-01,0.021367949733900105,121842500.80796319,0.0,123548065.42891572,-3.327349293313908e-05
2024-07-02,-0.0463088131926499,116200119.19912194,-0.046308813192649845,117935402.0651375,-0.0008798269572685147
2024-07-03,-0.009456562002226887,115101265.56724928,-0.055327453031670915,116870506.83786368,-0.0004270830787933555
2024-07-04,-0.01435083545825011,113449466.24405734,-0.06888429331513943,115251625.34975329,-0.000498910520880691
2024-07-05,-0.019828787513810453,111199900.88434872,-0.08734718881376498,113033712.56705306,-0.000584696370023563
2024-07-06,-0.00802453505231071,110307573.38188879,-0.09467080328771879,112174141.81764682,-0.0004199830130566795
2024-07-07,0.04949820959053386,115767600.76856872,-0.049858628960424575,117674951.0648029,0.0004600876310332236
2024-07-08,-0.027212860393310057,112617233.21078521,-0.07571469344443274,114555788.7126539,-0.0007062646911262238
2024-07-09,0.03239143561650781,116265067.0696416,-0.0457757654458539,118242756.15842485,0.00020652826958045267
2024-07-10,-0.05378251528019673,110012039.3234155,-0.09709634492149632,112017058.34416528,-0.0011306825884908056
2024-07-11,-0.009982303231299783,108913865.7877955,-0.10610940299513882,110951068.06401816,-0.0004659822717549833
